"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","THIRD_GRADE_READING","FIFTH_GRADE_READING","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","EIGHTH_GRADE_READING","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH","ENGLISH_BEGH","ENGLISH_DEVH","ENGLISH_PROFH","ENGLISH_DISTH","MATH_BEGH","MATH_DEVH","MATH_PROFH","MATH_DISTH","SCIENCE_BEGH","SCIENCE_DEVH","SCIENCE_PROFH","SCIENCE_DISTH","SOC_BEGH","SOC_DEVH","SOC_PROFH","SOC_DISTH","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","ENGLISH_BEGE","ENGLISH_DEVE","ENGLISH_PROFE","ENGLISH_DISTE","MATH_BEGE","MATH_DEVE","MATH_PROFE","MATH_DISTE","SCIENCE_BEGE","SCIENCE_DEVE","SCIENCE_PROFE","SCIENCE_DISTE","SOC_BEGE","SOC_DEVE","SOC_PROFE","SOC_DISTE","ENGLISH_BEGM","ENGLISH_DEVM","ENGLISH_PROFM","ENGLISH_DISTM","MATH_BEGM","MATH_DEVM","MATH_PROFM","MATH_DISTM","SCIENCE_BEGM","SCIENCE_DEVM","SCIENCE_PROFM","SCIENCE_DISTM","SOC_BEGM","SOC_DEVM","SOC_PROFM","SOC_DISTM","COLLEGEENROLLMENT","FINANCIALEFFICIENCY","SCHOOLCLIMATE","MOBILITY","PPE"
"2022","SCHOOL","6011050","First District RESA","601","Appling County","Altamaha Elementary School","1050","N","E","http://www.appling.k12.ga.us/","912.367.3713","344 Altamaha School Rd","Baxley","GA","31513-2670","354","PK, KK, 01, 02, 03, 04, 05","","","0","0","5.1","7.1","3.1","84.7",28.8,12.1,4.2,"67.1","TFS","","73.1","","48.4","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4","36.8","32.2","7.6","7.6","39.8","43.3","9.4","26.5","42.9","30.6","0","","","","","","","","","","","","","","","","","","","","","","","","7.9","12354.16"
"2023","SCHOOL","6011050","First District RESA","601","Appling County","Altamaha Elementary School","1050","N","E","http://www.appling.k12.ga.us/","912.367.3713","344 Altamaha School Rd","Baxley","GA","31513-2670","352","PK, KK, 01, 02, 03, 04, 05","","82.2","0",".3","4.5","9.9","4.3","81",34.2,11.1,4.8,"69.9","95.6","72.7","84","82.2","57.7","46.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","35.2","35.8","10.3","11.5","37","38.8","12.7","32.2","35.6","25.4","6.8","","","","","","","","","","","","","","","","","","","","","","","","8.1","12302.12"
"2024","SCHOOL","6011050","First District RESA","601","Appling County","Altamaha Elementary School","1050","N","E","http://www.appling.k12.ga.us/","912.367.3713","344 Altamaha School Rd","Baxley","GA","31513-2670","372","PK, KK, 01, 02, 03, 04, 05","","80.6","0",".3","6.7","8.1","5.4","79.6",64.3,12.1,3.5,"73","89.2","71.4","84.2","80.6","36.2","76.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6","36.8","38","5.5","8.6","30.7","44.8","16","25.9","31","32.8","10.3","","","","","","","","","","","","","","","","","","","","","","3.5","4","12.3","13421.46"
"2025","SCHOOL","6011050","First District RESA","601","Appling County","Altamaha Elementary School","1050","N","E","http://www.appling.k12.ga.us/","912.367.3713","344 Altamaha School Rd","Baxley","GA","31513-2670","354","PK, KK, 01, 02, 03, 04, 05","","68.2","0","0","7.3","8.8","5.6","78.2",56.3,13,4,"66.6","76.5","31.8","83.4","68.2","49.1","55.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1","41.6","30.7","6.6","13.9","44.9","32.1","9.1","13.7","33.3","39.2","13.7","","","","","","","","","","","","","","","","","","","","","","0.0","","9.6",""
"2018","SCHOOL","6015050","First District RESA","601","Appling County","Fourth District Elementary School","5050","N","E","http://www.appling.k12.ga.us/","(912)367-3250","13396 Blackshear Hwy","Surrency","GA","31563","198","PK, KK, 01, 02, 03, 04, 05","","76.9","0","0","14","12","3","72",39.4,14,10,"61.8","98.5","100","44.2","76.9","35.7","51.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1","38","30.4","2.5","13.9","40.5","36.7","8.9","33.3","29.6","25.9","11.1","14.8","51.9","18.5","14.8","","","","","","","","","","","","","","","","","","","4","17.2",""
"2019","SCHOOL","6015050","First District RESA","601","Appling County","Fourth District Elementary School","5050","N","E","http://www.appling.k12.ga.us/","(912) 367-3250","13396 Blackshear Hwy","Surrency","GA","31563","191","PK, KK, 01, 02, 03, 04, 05","Greatest Gains (Gold)","84.7","0","0","10","13","3","74",31.6,14,10,"71.3","97.8","87.5","79.9","84.7","54.5","53.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","33.3","33.3","10.7","8.3","36.9","45.2","9.5","26.9","26.9","42.3","3.8","15.4","61.5","19.2","3.8","","","","","","","","","","","","","","","","","","3.5","4","30.9","10524.7"
"2020","SCHOOL","6015050","First District RESA","601","Appling County","Fourth District Elementary School","5050","N","E","http://www.appling.k12.ga.us/","(912) 367-3250","13396 Blackshear Hwy","Surrency","GA","31563","160","PK, KK, 01, 02, 03, 04, 05","","","0","0","13","12","5","69",40.4,15.1,10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8","11296.33"
"2021","SCHOOL","6015050","First District RESA","601","Appling County","Fourth District Elementary School","5050","N","E","http://www.appling.k12.ga.us/","(912) 367-3250","13396 Blackshear Hwy","Surrency","GA","31563","141","PK, KK, 01, 02, 03, 04, 05","","","0","0","9","15","5","71",36.5,10.3,13,"","","","","","42.1","51.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.7","25","32.8","12.5","12.5","21.9","46.9","18.8","28","28","28","16","","","","","","","","","","","","","","","","","","","","","","","","19.8","15562.49"
"2022","SCHOOL","6015050","First District RESA","601","Appling County","Fourth District Elementary School","5050","N","E","http://www.appling.k12.ga.us/","912.367.3250","13396 Blackshear Hwy","Surrency","GA","31563-3114","139","PK, KK, 01, 02, 03, 04, 05","","","0","0","7.9","15.1","7.9","69.1",33.3,18,12.2,"67.5","TFS","","72.9","","52.6","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","22","28.8","15.3","17","27.1","42.4","13.6","36.8","26.3","26.3","10.5","","","","","","","","","","","","","","","","","","","","","","","","29.9","15887.55"
"2023","SCHOOL","6015050","First District RESA","601","Appling County","Fourth District Elementary School","5050","N","E","http://www.appling.k12.ga.us/","912.367.3250","13396 Blackshear Hwy","Surrency","GA","31563-3114","113","PK, KK, 01, 02, 03, 04, 05","","88.7","0","0","8.8","14.2","6.2","70.8",35.3,15,9.7,"71.8","100","100","85.8","88.7","40","62.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","31","33.3","14.3","14.3","33.3","35.7","16.7","37.5","12.5","43.8","6.3","","","","","","","","","","","","","","","","","","","","","","","","11.3","17549.47"
"2024","SCHOOL","6015050","First District RESA","601","Appling County","Fourth District Elementary School","5050","N","E","http://www.appling.k12.ga.us/","912.367.3250","13396 Blackshear Hwy","Surrency","GA","31563-3114","120","PK, KK, 01, 02, 03, 04, 05","","77.9","0","0","4.2","17.5","8.3","70",60.6,13.3,10.8,"75.6","83.9","60","84.2","77.9","45.5","70.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","34","30","12","14","28","36","22","25","12.5","31.3","31.3","","","","","","","","","","","","","","","","","","","","","","2.5","3","8.3","18069.02"
"2025","SCHOOL","6015050","First District RESA","601","Appling County","Fourth District Elementary School","5050","N","E","http://www.appling.k12.ga.us/","912.367.3250","13396 Blackshear Hwy","Surrency","GA","31563-3114","143","PK, KK, 01, 02, 03, 04, 05","","54.1","0","0","5.6","14","13.3","67.1",57,17.5,10.5,"64.8","52.4","0","81.7","54.1","55.6","55.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2","22","37.3","8.5","20.3","32.2","33.9","13.6","31.3","31.3","25","12.5","","","","","","","","","","","","","","","","","","","","","","0.0","","17.2",""
"2018","DISTRICT","602","Okefenokee RESA","602","Atkinson County","Atkinson County","602","N","EMH","http://www.atkinson.k12.ga.us/","(912)422-7373","98 East Roberts Avenue","Pearson","GA","31642","1711","DISTRICT","","76.8","0","0","16","40","1","43",44.9,12,19,"67.2","81.2","73.1","45.5","68.6","55.4","51.6","58.2","67.9","42.3","75.6","62.7","72.6","58.1","73.5","70.8","83.5","88","72.3","18.6","42.5","32.7","6.2","22.7","43.6","30","3.6","25.6","31.6","31.6","11.1","22.5","38.7","32.4","6.3","71.2","100","89.7","17.6","39.2","32.7","10.5","13.5","40.3","36.2","10","32.8","34.4","26.2","6.6","13.9","53.3","27","5.7","22.3","32.9","35.6","9.2","21.7","47.3","26.4","4.6","31.9","28.3","30.1","9.7","22.1","45.1","26.5","6.2","","3","","13.7","9899.73"
"2019","DISTRICT","602","Okefenokee RESA","602","Atkinson County","Atkinson County","602","N","EMH","http://www.atkinson.k12.ga.us/","(912)422-7373","98 East Roberts Avenue","Pearson","GA","31642","1727","DISTRICT","","76.8","0.0","0.0","16.0","40.0","1.0","43.0",44.9,12,19,"69.3","92.3","60.4","81.6","78.5","55.4","51.6","62.7","77.7","80.8","77.3","73.6","72.6","63.6","78.4","89.6","77.7","89.6","76.7","18.6","42.5","32.7","6.2","22.7","43.6","30","3.6","25.6","31.6","31.6","11.1","22.5","38.7","32.4","6.3","71.2","100","89.7","17.6","39.2","32.7","10.5","13.5","40.3","36.2","10","32.8","34.4","26.2","6.6","13.9","53.3","27","5.7","22.3","32.9","35.6","9.2","21.7","47.3","26.4","4.6","31.9","28.3","30.1","9.7","22.1","45.1","26.5","6.2","52.83","3","","13.7","9899.73"
"2020","DISTRICT","602","Okefenokee RESA","602","Atkinson County","Atkinson County","602","N","EMH","http://www.atkinson.k12.ga.us/","(912)422-7373","98 East Roberts Avenue","Pearson","GA","31642","1702","DISTRICT","","","0.0","0.0","15.0","42.0","2.0","41.0",43.2,11.9,21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.72","","","10.2","10562.5"
"2021","DISTRICT","602","Okefenokee RESA","602","Atkinson County","Atkinson County","602","N","EMH","http://www.atkinson.k12.ga.us/","(912)422-7373","98 East Roberts Avenue","Pearson","GA","31642","1664","DISTRICT","","","0","0","15","41","2","42",45.9,11.9,20,"","","","","","46.7","42.1","","","","","","57.9","","","","","","","23.5","45.1","28.4","2.9","47.4","31.9","20.7","0","40.9","26.9","29","3.2","31.5","42.7","23.6","2.3","62.5","55.4","94.2","30.2","36.9","25.5","7.4","25.5","44.3","25.2","5","43","33","18","6","","","","","24.5","35.2","34.3","6.1","28.4","50.2","18","3.4","37.1","25.7","26.7","10.5","22.9","45.7","23.8","7.6","40.52","","","10.8","11107.51"
"2022","DISTRICT","602","Okefenokee RESA","602","Atkinson County","Atkinson County","602","N","EMH","http://www.atkinson.k12.ga.us/","912-4227373","98 East Roberts Avenue","Pearson","GA","31642","1644","DISTRICT","","",".2",".1","14.9","41.8","1.7","41.3",39.6,13.4,21,"65","80.4","","74.6","","43.6","54.3","61","47.2","","68.7","","56.3","64.5","100.00+","","84.5","95.2","","13","47","36","4","21","31","36","12","22.3","33.7","40.9","3.1","25","35","34","6","","73.1","95.7","24.3","37.5","28.1","10.1","16.7","43.9","29","10.4","19.3","36","32.5","12.3","","","","","20.8","37.8","34.4","6.9","22.5","46.7","26.7","4.2","32.3","33.9","26.9","6.9","16.9","32.3","37.7","13.1","48.89","","","12.9","12953.09"
"2023","DISTRICT","602","Okefenokee RESA","602","Atkinson County","Atkinson County","602","N","EMH","http://www.atkinson.k12.ga.us/","912.422.3267","98 East Roberts Avenue","Pearson","GA","31642-5535","1635","DISTRICT","","81.9",".2",".1","14.7","43.6","1.8","39.6",45.4,13.4,20.9,"70.6","87.7","100","85.9","84.1","52.1","61.6","62.5","81.6","60.7","84.1","73.3","60.2","71.4","99.1","62.5","88.7","97.2","85.3","18","46.7","30.3","4.9","15.8","39.5","34.2","10.5","15.3","30.6","38.8","15.3","11.1","36.8","37.6","14.5","85","100","97.9","19.1","38","34.6","8.3","9","45.1","34.9","11.1","14.1","39.4","32.3","14.1","","","","","22.3","35.2","31.1","11.4","19.6","50.9","22.8","6.7","34.2","29.7","16.2","19.8","20","39.1","29.1","11.8","44.68","","","10.9","13905.14"
"2024","DISTRICT","602","Okefenokee RESA","602","Atkinson County","Atkinson County","602","N","EMH","http://www.atkinson.k12.ga.us/","912.422-7373","98 East Roberts Avenue","Pearson","GA","31642","1620","DISTRICT","","82.3",".2","0","14.3","44.1","1.9","39.4",77.5,13.4,20.4,"74.9","96","70.8","86.1","83.9","38.7","63.3","67.4","89.9","33.3","86","73.9","64.2","79.1","98.1","54.2","88.9","95.8","86.2","13.8","41.5","38.3","6.4","3.5","23.5","45.9","27.1","13.6","34.6","45.5","6.4","13","37","32.6","17.4","86","100","94.7","19.1","39.1","27.6","14.2","8.5","41.3","33.7","16.4","21.6","17.7","38.2","22.6","","","","","22.5","28.2","35.4","13.9","16.1","38.9","32","13","33.6","25.7","34.5","6.2","28.3","35.4","26.6","9.7","40.74","3","","12.6","13930.95"
"2025","DISTRICT","602","Okefenokee RESA","602","Atkinson County","Atkinson County","602","N","EMH","http://www.atkinson.k12.ga.us/","N/A","98 East Roberts Avenue","Pearson","GA","31642","1585","DISTRICT","","62.6",".4","0","14.2","44.4","1.7","39.3",70.1,12.4,21.1,"67.4","70.2","2.6","87.1","67.7","45.7","55.1","65","83","55.4","84.6","67.7","53.9","70","74.5","5.9","87.7","95.7","67.7","15.2","57.1","23.8","3.8","3.7","37","43.5","15.7","19.1","38.1","31.4","11.4","15.6","41.3","33","10.1","84.5","100","95.7","22.5","39.6","27.6","10.2","10.5","45.2","32.3","12","26.2","32.7","28","13.1","","","","","21.4","32.3","35.5","10.9","13.7","37.4","35.5","13.4","52.7","30.4","14.3","2.7","23.2","40.2","30.4","6.3","40.18","0.0","","13.5",""
"2018","SCHOOL","6020103","Okefenokee RESA","602","Atkinson County","Atkinson County High School","0103","N","H","http://www.atkinson.k12.ga.us/","(912)422-3267","145 Rebel Ln","Pearson","GA","31642","506","09, 10, 11, 12","","72.3","0","0","16","36","2","45",28.9,14,4,"","","","","","","","","","","","","","58.1","73.5","70.8","83.5","88","72.3","28.3","31.9","38.1","1.8","28.3","46.7","21.7","3.3","30.2","26.7","37.1","6","26.7","35.3","33.6","4.3","79.2","96.2","88.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8.8",""
"2019","SCHOOL","6020103","Okefenokee RESA","602","Atkinson County","Atkinson County High School","0103","N","H","http://www.atkinson.k12.ga.us/","(912)422-3267","145 Rebel Ln","Pearson","GA","31642","505","09, 10, 11, 12","","76.7","0","0","17","37","1","45",33.7,13,4,"","","","","","","","","","","","","","63.6","78.4","89.6","77.7","89.6","76.7","18.6","42.5","32.7","6.2","22.7","43.6","30","3.6","25.6","31.6","31.6","11.1","22.5","38.7","32.4","6.3","71.2","100","89.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.72","3.5","4","9","8997.5"
"2020","SCHOOL","6020103","Okefenokee RESA","602","Atkinson County","Atkinson County High School","0103","N","H","http://www.atkinson.k12.ga.us/","(912)422-3267","145 Rebel Ln","Pearson","GA","31642","486","09, 10, 11, 12","","","0","0","16","38","1","44",31.3,13.7,6,"","","","","","","","","","","","","","","","","","91.9","","","","","","","","","","","","","","","","","","","","91.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.57","","","7.7","10300.63"
"2021","SCHOOL","6020103","Okefenokee RESA","602","Atkinson County","Atkinson County High School","0103","N","H","http://www.atkinson.k12.ga.us/","(912)422-3267","145 Rebel Ln","Pearson","GA","31642","478","09, 10, 11, 12","","","0","0","15","37","1","47",33.5,10.3,8,"","","","","","","","","","","","","","","","","","","","23.5","45.1","28.4","2.9","47.4","31.9","20.7","0","40.9","26.9","29","3.2","31.5","42.7","23.6","2.3","62.5","55.4","94.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.51","","","6.7","10557.13"
"2022","SCHOOL","6020103","Okefenokee RESA","602","Atkinson County","Atkinson County High School","0103","N","H","http://www.atkinson.k12.ga.us/","912.422.3267","145 Rebel Ln","Pearson","GA","31642-5535","453","09, 10, 11, 12","","",".2",".4","13.9","41.5","1.8","42.2",30,11.7,6.8,"","","","","","","","","","","","","","64.5","100.00+","","84.5","95.2","","13","47","36","4","21","31","36","12","22.3","33.7","40.9","3.1","25","35","34","6","","73.1","95.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","35","34","6","48.89","","","7.7","13472.91"
"2023","SCHOOL","6020103","Okefenokee RESA","602","Atkinson County","Atkinson County High School","0103","N","H","http://www.atkinson.k12.ga.us/","912.422.3267","145 Rebel Ln","Pearson","GA","31642-5535","464","09, 10, 11, 12","","85.3",".2",".2","14.7","43.5","1.3","40.1",35.2,10.8,8,"","","","","","","","","","","","","","71.4","99.1","62.5","88.7","97.2","85.3","18","46.7","30.3","4.9","15.8","39.5","34.2","10.5","15.3","30.6","38.8","15.3","11.1","36.8","37.6","14.5","85","100","97.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.68","","","6","14573.03"
"2024","SCHOOL","6020103","Okefenokee RESA","602","Atkinson County","Atkinson County High School","0103","N","H","http://www.atkinson.k12.ga.us/","912.422.3267","145 Rebel Ln","Pearson","GA","31642-5535","468","09, 10, 11, 12","","86.2",".2","0","15.4","45.5","1.5","37.4",71.8,11.5,8.3,"","","","","","","","","","","","","","79.1","98.1","54.2","88.9","95.8","86.2","13.8","41.5","38.3","6.4","3.5","23.5","45.9","27.1","13.6","34.6","45.5","6.4","13","37","32.6","17.4","86","100","94.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.74","3.5","3","7.3","15127.99"
"2025","SCHOOL","6020103","Okefenokee RESA","602","Atkinson County","Atkinson County High School","0103","N","H","http://www.atkinson.k12.ga.us/","912.422.3267","145 Rebel Ln","Pearson","GA","31642-5535","460","09, 10, 11, 12","","71.5",".2","0","16.3","45.7","1.7","36.1",62.2,12.6,10.9,"","","","","","","","","","","","","","70","74.5","5.9","87.7","95.7","71.5","15.2","57.1","23.8","3.8","3.7","37","43.5","15.7","19.1","38.1","31.4","11.4","15.6","41.3","33","10.1","84.5","100","95.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","9.4",""
"2018","SCHOOL","6020111","Okefenokee RESA","602","Atkinson County","Atkinson County Middle School","0111","N","M","http://www.atkinson.k12.ga.us/","(912)422-3267","145 Rebel Ln","Pearson","GA","31642","379","06, 07, 08","","62.7","0","0","15","38","1","44",42.7,14,16,"","","","","","","","58.2","67.9","42.3","75.6","62.7","64.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","36.9","36.6","5.1","22.7","47.4","27.8","2","40.7","25.9","25.9","7.4","19.4","41.7","30.6","8.3","","","4","10.1",""
"2019","SCHOOL","6020111","Okefenokee RESA","602","Atkinson County","Atkinson County Middle School","0111","N","M","http://www.atkinson.k12.ga.us/","(912)422-3267","145 Rebel Ln","Pearson","GA","31642","408","06, 07, 08","","73.6","0","0","14","42","2","42",42,16,17,"","","","","","","","62.7","77.7","80.8","77.3","73.6","72.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.3","32.9","35.6","9.2","21.7","47.3","26.4","4.6","31.9","28.3","30.1","9.7","22.1","45.1","26.5","6.2","","3.5","4","15","8545.29"
