"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","Cluster","SINGLESCORE","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH"
"2025","SCHOOL","7051052","North Georgia RESA","705","Murray County","Spring Place Elementary School","1052","EM","61.8","61.6","69.3","20.6","79.9","64.2","61.6","84.8","100","80.1","64.2","","","","","",""
"2018","SCHOOL","7054050","North Georgia RESA","705","Murray County","Gladden Middle School","4050","M","73.9","","","","","","64.4","85.1","66.7","74","73.9","","","","","",""
"2019","SCHOOL","7054050","North Georgia RESA","705","Murray County","Gladden Middle School","4050","M","70.2","","","","","","62.5","76.9","60.4","77.6","70.2","","","","","",""
"2020","SCHOOL","7054050","North Georgia RESA","705","Murray County","Gladden Middle School","4050","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7054050","North Georgia RESA","705","Murray County","Gladden Middle School","4050","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7054050","North Georgia RESA","705","Murray County","Gladden Middle School","4050","M","","","","","","","53.6","59.5","","69","","","","","","",""
"2023","SCHOOL","7054050","North Georgia RESA","705","Murray County","Gladden Middle School","4050","M","69.6","","","","","","53.8","83","52.1","83.1","69.6","","","","","",""
"2024","SCHOOL","7054050","North Georgia RESA","705","Murray County","Gladden Middle School","4050","M","74.5","","","","","","62.3","75.2","86.1","83.2","74.5","","","","","",""
"2025","SCHOOL","7054050","North Georgia RESA","705","Murray County","Gladden Middle School","4050","M","64.5","","","","","","59.6","68.2","47.9","77.8","64.5","","","","","",""
"2018","SCHOOL","7055050","North Georgia RESA","705","Murray County","Northwest Elementary School","5050","EM","76.7","65.6","97.9","61.1","75.5","78.2","57.8","59.8","100","78.5","69.0","","","","","",""
"2019","SCHOOL","7055050","North Georgia RESA","705","Murray County","Northwest Elementary School","5050","EM","60.3","61.7","84.7","30.6","45","61.7","54.8","72.3","0","46.3","51.0","","","","","",""
"2020","SCHOOL","7055050","North Georgia RESA","705","Murray County","Northwest Elementary School","5050","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7055050","North Georgia RESA","705","Murray County","Northwest Elementary School","5050","EM","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7055050","North Georgia RESA","705","Murray County","Northwest Elementary School","5050","EM","","58.4","100.00+","","68.5","","51.4","TFS","","72","","","","","","",""
"2023","SCHOOL","7055050","North Georgia RESA","705","Murray County","Northwest Elementary School","5050","EM","77.0","63.2","94.7","71.9","78.9","78.7","54.2","75.4","58.3","74","66.2","","","","","",""
"2024","SCHOOL","7055050","North Georgia RESA","705","Murray County","Northwest Elementary School","5050","EM","85.7","71.2","99.3","100","79.9","87.2","61.7","80.1","100","77","76.9","","","","","",""
"2025","SCHOOL","7055050","North Georgia RESA","705","Murray County","Northwest Elementary School","5050","EM","75.0","68.5","91.6","40","81.7","74.0","61.5","74.7","41.7","81","74.0","","","","","",""
"2018","DISTRICT","706","Chattahoochee-Flint RESA","706","Muscogee County","Muscogee County","706","EMH","74.2","56.2","82.9","77.6","76.6","72.8","54","79.1","55.6","78.9","68.0","58.2","85.4","54.2","71.3","89.1","72.6"
"2019","DISTRICT","706","Chattahoochee-Flint RESA","706","Muscogee County","Muscogee County","706","EMH","74.2","57.7","83.8","70.8","78.6","73.0","57.9","78.7","84.7","78.7","73.4","61","84.7","91.7","74.4","87.2","77.1"
"2020","DISTRICT","706","Chattahoochee-Flint RESA","706","Muscogee County","Muscogee County","706","EMH","","","","","","","","","","","","","","","","",""
"2021","DISTRICT","706","Chattahoochee-Flint RESA","706","Muscogee County","Muscogee County","706","EMH","","","","","","","","","","","","","","","","",""
"2022","DISTRICT","706","Chattahoochee-Flint RESA","706","Muscogee County","Muscogee County","706","EMH","","49.4","100.00+","","68.5","","47.1","46.1","","69.9","","56.8","66","","74.2","92",""
"2023","DISTRICT","706","Chattahoochee-Flint RESA","706","Muscogee County","Muscogee County","706","EMH","66.2","49.8","83.3","53.7","78.7","67.9","45.4","73","30.6","76.5","59.1","56.8","71","63.9","70.5","93.2","69.3"
"2024","DISTRICT","706","Chattahoochee-Flint RESA","706","Muscogee County","Muscogee County","706","EMH","75.3","53.5","83.2","94.4","80.3","75.5","48.4","76.4","94.4","77.9","71.0","60.5","91.2","79.6","70.2","94.2","78.2"
"2025","DISTRICT","706","Chattahoochee-Flint RESA","706","Muscogee County","Muscogee County","706","EMH","66.6","52.1","79.4","46.3","81","69.3","49.8","79.3","72.2","78.4","69.3","58.5","86.4","45.8","73.4","95.6","69.3"
"2018","SCHOOL","7060100","Chattahoochee-Flint RESA","706","Muscogee County","Midland Middle School","0100","M","73.1","","","","","","57.8","83","70.8","80.6","73.1","","","","","",""
"2019","SCHOOL","7060100","Chattahoochee-Flint RESA","706","Muscogee County","Midland Middle School","0100","M","78.0","","","","","","63.4","80.7","100","78.7","78.0","","","","","",""
"2020","SCHOOL","7060100","Chattahoochee-Flint RESA","706","Muscogee County","Midland Middle School","0100","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7060100","Chattahoochee-Flint RESA","706","Muscogee County","Midland Middle School","0100","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7060100","Chattahoochee-Flint RESA","706","Muscogee County","Midland Middle School","0100","M","","","","","","","48.8","TFS","","68.8","","","","","","",""
"2023","SCHOOL","7060100","Chattahoochee-Flint RESA","706","Muscogee County","Midland Middle School","0100","M","63.9","","","","","","46.3","82.3","39.6","76.4","63.9","","","","","",""
"2024","SCHOOL","7060100","Chattahoochee-Flint RESA","706","Muscogee County","Midland Middle School","0100","M","74.1","","","","","","50.3","83.6","94.1","78.1","74.1","","","","","",""
"2025","SCHOOL","7060100","Chattahoochee-Flint RESA","706","Muscogee County","Midland Middle School","0100","M","67.2","","","","","","48.9","85.4","47.9","77.1","67.2","","","","","",""
"2018","SCHOOL","7060102","Chattahoochee-Flint RESA","706","Muscogee County","Fox Elementary School","0102","E","56.7","36.1","65.8","62.5","67.4","56.7","","","","","","","","","","",""
"2019","SCHOOL","7060102","Chattahoochee-Flint RESA","706","Muscogee County","Fox Elementary School","0102","E","61.1","37.5","74","71.4","66.2","61.1","","","","","","","","","","",""
"2020","SCHOOL","7060102","Chattahoochee-Flint RESA","706","Muscogee County","Fox Elementary School","0102","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7060102","Chattahoochee-Flint RESA","706","Muscogee County","Fox Elementary School","0102","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7060102","Chattahoochee-Flint RESA","706","Muscogee County","Fox Elementary School","0102","E","","14.3","TFS","","56.4","","","","","","","","","","","",""
"2023","SCHOOL","7060102","Chattahoochee-Flint RESA","706","Muscogee County","Fox Elementary School","0102","E","64.7","21.5","88.6","100","60.8","64.7","","","","","","","","","","",""
"2024","SCHOOL","7060102","Chattahoochee-Flint RESA","706","Muscogee County","Fox Elementary School","0102","E","63.1","27","77","100","64.9","63.1","","","","","","","","","","",""
"2025","SCHOOL","7060102","Chattahoochee-Flint RESA","706","Muscogee County","Fox Elementary School","0102","E","41.4","22.6","55.3","9.1","69.7","41.4","","","","","","","","","","",""
"2018","SCHOOL","7060104","Chattahoochee-Flint RESA","706","Muscogee County","North Columbus Elementary School","0104","E","75.9","70.5","95.3","35.4","80.3","75.9","","","","","","","","","","",""
"2019","SCHOOL","7060104","Chattahoochee-Flint RESA","706","Muscogee County","North Columbus Elementary School","0104","E","80.9","75.2","82.9","80.4","86.5","80.9","","","","","","","","","","",""
"2020","SCHOOL","7060104","Chattahoochee-Flint RESA","706","Muscogee County","North Columbus Elementary","0104","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7060104","Chattahoochee-Flint RESA","706","Muscogee County","North Columbus Elementary","0104","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7060104","Chattahoochee-Flint RESA","706","Muscogee County","North Columbus Elementary","0104","E","","70.8","100.00+","","76.9","","","","","","","","","","","",""
"2023","SCHOOL","7060104","Chattahoochee-Flint RESA","706","Muscogee County","North Columbus Elementary","0104","E","77.5","71.2","84.6","64.6","84.2","77.5","","","","","","","","","","",""
"2024","SCHOOL","7060104","Chattahoochee-Flint RESA","706","Muscogee County","North Columbus Elementary","0104","E","86.4","78.3","92.4","86.7","88","86.4","","","","","","","","","","",""
"2025","SCHOOL","7060104","Chattahoochee-Flint RESA","706","Muscogee County","North Columbus Elementary","0104","E","84.3","79.6","98.4","56.5","87.5","84.3","","","","","","","","","","",""
"2018","SCHOOL","7060108","Chattahoochee-Flint RESA","706","Muscogee County","Eagle Ridge Academy","0108","E","77.8","74.9","87.4","57.7","80.3","77.8","","","","","","","","","","",""
"2019","SCHOOL","7060108","Chattahoochee-Flint RESA","706","Muscogee County","Eagle Ridge Academy","0108","E","88.5","79.5","96.9","88.5","87.1","88.5","","","","","","","","","","",""
"2020","SCHOOL","7060108","Chattahoochee-Flint RESA","706","Muscogee County","Eagle Ridge Academy","0108","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7060108","Chattahoochee-Flint RESA","706","Muscogee County","Eagle Ridge Academy","0108","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7060108","Chattahoochee-Flint RESA","706","Muscogee County","Eagle Ridge Academy","0108","E","","67.5","100.00+","","78.2","","","","","","","","","","","",""
"2023","SCHOOL","7060108","Chattahoochee-Flint RESA","706","Muscogee County","Eagle Ridge Academy","0108","E","74.5","65.6","86.9","47.6","86.3","74.5","","","","","","","","","","",""
"2024","SCHOOL","7060108","Chattahoochee-Flint RESA","706","Muscogee County","Eagle Ridge Academy","0108","E","76.9","67.9","87.1","57.7","86.6","76.9","","","","","","","","","","",""
"2025","SCHOOL","7060108","Chattahoochee-Flint RESA","706","Muscogee County","Eagle Ridge Academy","0108","E","72.2","63.7","91","23.9","88.2","72.2","","","","","","","","","","",""
"2018","SCHOOL","7060112","Chattahoochee-Flint RESA","706","Muscogee County","Early College Academy of Columbus at Waverly Terrace","0112","H","89.6","","","","","","","","","","","72.1","99.2","100","89.9","98.2","89.6"
"2019","SCHOOL","7060112","Chattahoochee-Flint RESA","706","Muscogee County","Early College Academy of Columbus at Waverly Terrace","0112","H","84.7","","","","","","","","","","","79.2","95.2","50","85","97.3","84.7"
"2018","SCHOOL","7060115","Chattahoochee-Flint RESA","706","Muscogee County","Aaron Cohn Middle School","0115","M","79.8","","","","","","76","98.2","34.6","87.2","79.8","","","","","",""
"2019","SCHOOL","7060115","Chattahoochee-Flint RESA","706","Muscogee County","Aaron Cohn Middle School","0115","M","93.8","","","","","","87.1","100","100","88.3","93.8","","","","","",""
"2020","SCHOOL","7060115","Chattahoochee-Flint RESA","706","Muscogee County","Aaron Cohn Middle School","0115","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7060115","Chattahoochee-Flint RESA","706","Muscogee County","Aaron Cohn Middle School","0115","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7060115","Chattahoochee-Flint RESA","706","Muscogee County","Aaron Cohn Middle School","0115","M","","","","","","","72.8","TFS","","81.4","","","","","","",""
"2023","SCHOOL","7060115","Chattahoochee-Flint RESA","706","Muscogee County","Aaron Cohn Middle School","0115","M","76.1","","","","","","71.3","88.7","42.9","86.4","76.1","","","","","",""
"2024","SCHOOL","7060115","Chattahoochee-Flint RESA","706","Muscogee County","Aaron Cohn Middle School","0115","M","73.6","","","","","","70.2","83","42.9","85","73.6","","","","","",""
"2025","SCHOOL","7060115","Chattahoochee-Flint RESA","706","Muscogee County","Aaron Cohn Middle School","0115","M","85.3","","","","","","74.7","92.1","89.3","86.3","85.3","","","","","",""
"2018","SCHOOL","7060178","Chattahoochee-Flint RESA","706","Muscogee County","Fort Middle School","0178","M","64.0","","","","","","45.2","83.3","36.4","79","64.0","","","","","",""
"2019","SCHOOL","7060178","Chattahoochee-Flint RESA","706","Muscogee County","Fort Middle School","0178","M","62.2","","","","","","47","72.3","45.5","79.7","62.2","","","","","",""
"2020","SCHOOL","7060178","Chattahoochee-Flint RESA","706","Muscogee County","Fort Middle School","0178","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7060178","Chattahoochee-Flint RESA","706","Muscogee County","Fort Middle School","0178","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7060178","Chattahoochee-Flint RESA","706","Muscogee County","Fort Middle School","0178","M","","","","","","","32.4","TFS","","66.1","","","","","","",""
"2023","SCHOOL","7060178","Chattahoochee-Flint RESA","706","Muscogee County","Fort Middle School","0178","M","50.7","","","","","","30.1","64.7","29.2","73","50.7","","","","","",""
"2024","SCHOOL","7060178","Chattahoochee-Flint RESA","706","Muscogee County","Fort Middle School","0178","M","68.8","","","","","","35.1","80.3","100","76.2","68.8","","","","","",""
"2025","SCHOOL","7060178","Chattahoochee-Flint RESA","706","Muscogee County","Fort Middle School","0178","M","62.8","","","","","","37.7","79.7","54.6","77.2","62.8","","","","","",""
"2018","SCHOOL","7060191","Chattahoochee-Flint RESA","706","Muscogee County","Hannan Elementary Magnet Academy","0191","E","69.7","72.5","76.7","38.2","76.9","69.7","","","","","","","","","","",""
"2019","SCHOOL","7060191","Chattahoochee-Flint RESA","706","Muscogee County","Hannan Elementary Magnet Academy","0191","E","65.8","64.1","87.2","0","80","65.8","","","","","","","","","","",""
"2020","SCHOOL","7060191","Chattahoochee-Flint RESA","706","Muscogee County","Hannan Elementary","0191","E","","","","","","","","","","","","","","","","",""
