"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","THIRD_GRADE_READING","FIFTH_GRADE_READING","EIGHTH_GRADE_READING","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","COLLEGEENROLLMENT"
"2022","SCHOOL","6030102","Okefenokee RESA","603","Bacon County","Bacon County Primary School","0102","N","E","http://www.bcraiders.com/","912.632.4765","251 Cumberland Rd","Alma","GA","31510-1680","503","PK, KK, 01, 02","","","","","","","","",""
"2023","SCHOOL","6030102","Okefenokee RESA","603","Bacon County","Bacon County Primary School","0102","N","E","http://www.bcraiders.com/","912.632.4765","251 Cumberland Rd","Alma","GA","31510-1680","522","PK, KK, 01, 02","","85.0","53.4","56.8","","","","",""
"2024","SCHOOL","6030102","Okefenokee RESA","603","Bacon County","Bacon County Primary School","0102","N","E","http://www.bcraiders.com/","912.632.4765","251 Cumberland Rd","Alma","GA","31510-1680","528","PK, KK, 01, 02","","90.0","","","","","","",""
"2025","SCHOOL","6030102","Okefenokee RESA","603","Bacon County","Bacon County Primary School","0102","N","E","http://www.bcraiders.com/","912.632.4765","251 Cumberland Rd","Alma","GA","31510-1680","495","PK, KK, 01, 02","","71.1","","","","","","",""
"2018","SCHOOL","6030202","Okefenokee RESA","603","Bacon County","Bacon County Middle School","0202","N","M","http://www.bcraiders.com/","(912)632-4662","901 N Pierce St # B","Alma","GA","31510","533","06, 07, 08","","62.7","","","67.7","","","",""
"2019","SCHOOL","6030202","Okefenokee RESA","603","Bacon County","Bacon County Middle School","0202","N","M","http://www.bcraiders.com/","(912)632-4662","1188 US Hwy 1 South","Alma","GA","31510","528","06, 07, 08","","85.0","","","47.7","","","",""
"2020","SCHOOL","6030202","Okefenokee RESA","603","Bacon County","Bacon County Middle School","0202","N","M","http://www.bcraiders.com/","(912)632-4662","1188 US Hwy 1 South ","Alma","GA","31510","552","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","6030202","Okefenokee RESA","603","Bacon County","Bacon County Middle School","0202","N","M","http://www.bcraiders.com/","(912)632-4662","1188 US Hwy 1 South ","Alma","GA","31510","519","06, 07, 08","","","","","57.1","","","",""
"2022","SCHOOL","6030202","Okefenokee RESA","603","Bacon County","Bacon County Middle School","0202","N","M","http://www.bcraiders.com/","912.632.4662","901 N Pierce St","Alma","GA","31510-1708","529","06, 07, 08","","","","","49.2","","","",""
"2023","SCHOOL","6030202","Okefenokee RESA","603","Bacon County","Bacon County Middle School","0202","N","M","http://www.bcraiders.com/","912.632.4662","901 N Pierce St","Alma","GA","31510-1708","497","06, 07, 08","","82.2","","","57.9","","","",""
"2024","SCHOOL","6030202","Okefenokee RESA","603","Bacon County","Bacon County Middle School","0202","N","M","http://www.bcraiders.com/","912.632.4662","1188 US Highway 1 S","Alma","GA","31510-3737","496","06, 07, 08","","75.6","","","62.1","","","",""
"2025","SCHOOL","6030202","Okefenokee RESA","603","Bacon County","Bacon County Middle School","0202","N","M","http://www.bcraiders.com/","912.632.4662","1188 US Highway 1 S","Alma","GA","31510-1708","491","06, 07, 08","","67.5","","","58.8","","","","22.14"
"2018","SCHOOL","6030302","Okefenokee RESA","603","Bacon County","Bacon County High School","0302","N","H","http://www.bcraiders.com/","(912)632-4414","1190 US Highway 1 S","Alma","GA","31510","605","09, 10, 11, 12","","78.9","","","","74.4","34.1","94.3",""
"2019","SCHOOL","6030302","Okefenokee RESA","603","Bacon County","Bacon County High School","0302","N","H","http://www.bcraiders.com/","(912)632-4414","1190 US Highway 1 S","Alma","GA","31510","624","09, 10, 11, 12","","81.4","","","","73.9","53.6","94.1","49.32"
"2020","SCHOOL","6030302","Okefenokee RESA","603","Bacon County","Bacon County High School","0302","N","H","http://www.bcraiders.com/","(912)632-4414","1190 US Highway 1 S","Alma","GA","31510","603","09, 10, 11, 12","","","","","","","","92.9","54.7"
"2021","SCHOOL","6030302","Okefenokee RESA","603","Bacon County","Bacon County High School","0302","N","H","http://www.bcraiders.com/","(912)632-4414","1190 US Highway 1 S","Alma","GA","31510","636","09, 10, 11, 12","","","","","","79","48.3","95.9","47.52"
"2022","SCHOOL","6030302","Okefenokee RESA","603","Bacon County","Bacon County High School","0302","N","H","http://www.bcraiders.com/","912.632.4414","901 N Pierce St","Alma","GA","31510-1708","639","09, 10, 11, 12","","","","","","","49","92.9","43.27"
"2023","SCHOOL","6030302","Okefenokee RESA","603","Bacon County","Bacon County High School","0302","N","H","http://www.bcraiders.com/","912.632.4414","901 N Pierce St","Alma","GA","31510-1708","670","09, 10, 11, 12","","83.4","","","","77.6","92","97.2","43.56"
"2024","SCHOOL","6030302","Okefenokee RESA","603","Bacon County","Bacon County High School","0302","N","H","http://www.bcraiders.com/","912.632.4414","1190 US Highway 1 S","Alma","GA","31510-3737","672","09, 10, 11, 12","","81.3","","","","83","82.8","97.4","41.67"
"2025","SCHOOL","6030302","Okefenokee RESA","603","Bacon County","Bacon County High School","0302","N","H","http://www.bcraiders.com/","912.632.4414","1190 US Highway 1 S","Alma","GA","31510-1708","667","09, 10, 11, 12","","81.8","","","","82.7","95.8","93.8",""
"2018","SCHOOL","6033050","Okefenokee RESA","603","Bacon County","Bacon County Elementary School","3050","N","E","http://www.bcraiders.com/","(912)632-4133","523 E 16th St","Alma","GA","31510","531","03, 04, 05","","77.6","41.7","43.7","","","","",""
"2019","SCHOOL","6033050","Okefenokee RESA","603","Bacon County","Bacon County Elementary School","3050","N","E","http://www.bcraiders.com/","912-632-4133??","523 East 16th St Alma","Alma","GA","31510","546","03, 04, 05","","80.0","53.6","56.8","","","","",""
"2020","SCHOOL","6033050","Okefenokee RESA","603","Bacon County","Bacon County Elementary School","3050","N","E","http://www.bcraiders.com/","912-632-4133","523 East 16th St Alma","Alma","GA","31510","474","03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6033050","Okefenokee RESA","603","Bacon County","Bacon County Elementary School","3050","N","E","http://www.bcraiders.com/","912-632-4133","523 East 16th St Alma","Alma","GA","31510","468","03, 04, 05","","","44.8","64.6","","","","",""
"2022","SCHOOL","6033050","Okefenokee RESA","603","Bacon County","Bacon County Elementary School","3050","N","E","http://www.bcraiders.com/","912.632.4133","523 E 16th St","Alma","GA","31510-3013","490","03, 04, 05","","","49.7","62.8","","","","",""
"2023","SCHOOL","6033050","Okefenokee RESA","603","Bacon County","Bacon County Elementary School","3050","N","E","http://www.bcraiders.com/","912.632.4133","523 E 16th St","Alma","GA","31510-3013","497","03, 04, 05","","76.2","53.4","56.8","","","","",""
"2024","SCHOOL","6033050","Okefenokee RESA","603","Bacon County","Bacon County Elementary School","3050","N","E","http://www.bcraiders.com/","912.632.4133","523 E 16th St","Alma","GA","31510-3013","467","03, 04, 05","","85.7","47.9","58.1","","","","",""
"2025","SCHOOL","6033050","Okefenokee RESA","603","Bacon County","Bacon County Elementary School","3050","N","E","http://www.bcraiders.com/","912.632.4133","523 E 16th St","Alma","GA","31510-3013","498","03, 04, 05","","69.7","46.9","50.4","","","","",""
"2018","DISTRICT","604","Southwest Georgia RESA","604","Baker County","Baker County","604","N","EMH","http://www.baker.k12.ga.us/","(229)734-5274","260 Highway 37 SW","Newton","GA","39870","302","DISTRICT","","60.4","33.3","36.8","50","80","22.8","87",""
"2019","DISTRICT","604","Southwest Georgia RESA","604","Baker County","Baker County","604","N","EMH","http://www.baker.k12.ga.us/","(229)734-5274","260 Highway 37 SW","Newton","GA","39870","295","DISTRICT","","60.4","33.3","36.8","50","80","22.8","87","31.82"
"2020","DISTRICT","604","Southwest Georgia RESA","604","Baker County","Baker County","604","N","E","http://www.baker.k12.ga.us/","(229)734-5274","260 Highway 37 SW","Newton","GA","39870","278","DISTRICT","","","","","","","","","18.18"
"2021","DISTRICT","604","Southwest Georgia RESA","604","Baker County","Baker County","604","N","EMH","http://www.baker.k12.ga.us/","(229)734-5274","260 Highway 37 SW","Newton","GA","39870","306","DISTRICT","","","13.6","37.5","12.5","","52.4","91.7","31.58"
"2022","DISTRICT","604","Southwest Georgia RESA","604","Baker County","Baker County","604","N","EMH","http://www.baker.k12.ga.us/","229-7345346","400 Hillcrest Drive","Newton","GA","31770","318","DISTRICT","","","10.5","47.1","48","","50","81","52.94"
"2023","DISTRICT","604","Southwest Georgia RESA","604","Baker County","Baker County","604","N","EMH","http://www.baker.k12.ga.us/","229.734.5274","400 Hillcrest Drive","Newton","GA","39870-8212","330","DISTRICT","","52.8","23.8","28.6","20","44.4","47.7","81","35.29"
"2024","DISTRICT","604","Southwest Georgia RESA","604","Baker County","Baker County","604","N","EMH","http://www.baker.k12.ga.us/","229.734-5274","260 Highway 37","Newton","GA","39870","333","DISTRICT","","64.5","21.4","72.2","38.9","39.1","51.2","96.2","29.17"
"2025","DISTRICT","604","Southwest Georgia RESA","604","Baker County","Baker County","604","N","EMH","http://www.baker.k12.ga.us/","N/A","260 Highway 37","Newton","GA","31770","312","DISTRICT","","67.8","15","52.4","44","48","60.9","94.4","41.67"
"2025","SCHOOL","6040102","Southwest Georgia RESA","604","Baker County","Baker County Elementary","0102","N","E","http://www.baker.k12.ga.us/","N/A","260 Ga Hwy 37 SW","Newton","GA","39870","140","PK, KK, 01, 02, 03, 04, 05","","67.8","15","52.4","","","","",""
"2018","SCHOOL","6040105","Southwest Georgia RESA","604","Baker County","Baker County K12 School","0105","N","EMH","http://www.baker.k12.ga.us/","(229)734-5274","260 GA-37 SW","Newton","GA","39870","299","PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12","","54.9","20.8","12.5","50","63.2","13.3","77.8",""
"2019","SCHOOL","6040105","Southwest Georgia RESA","604","Baker County","Baker County K12 School","0105","N","EMH","http://www.baker.k12.ga.us/","(229)734-5274","260 GA-37 SW","Newton","GA","39870","295","PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12","","60.4","33.3","36.8","50","80","22.8","87","40.91"
"2020","SCHOOL","6040105","Southwest Georgia RESA","604","Baker County","Baker County K12 School","0105","N","E","http://www.baker.k12.ga.us/","(229)734-5274","260 GA-37 SW","Newton","GA","39870","278","PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12","","","","","","","","","27.27"
"2021","SCHOOL","6040105","Southwest Georgia RESA","604","Baker County","Baker County K12 School","0105","N","EMH","http://www.baker.k12.ga.us/","(229)734-5274","260 GA-37 SW","Newton","GA","39870","306","PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12","","","13.6","37.5","12.5","","52.4","91.7","31.58"
"2022","SCHOOL","6040105","Southwest Georgia RESA","604","Baker County","Baker County K12 School","0105","N","EMH","http://www.baker.k12.ga.us/","229.734.5274","260 Ga Highway 37 SW","Newton","GA","39870-8212","318","PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12","","","10.5","47.1","48","","50","81","52.94"
"2023","SCHOOL","6040105","Southwest Georgia RESA","604","Baker County","Baker County K12 School","0105","N","EMH","http://www.baker.k12.ga.us/","229.734.5274","260 Ga Highway 37 SW","Newton","GA","39870-8212","319","PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12","","53.0","23.8","28.6","20","44.4","52.2","80","37.5"
"2024","SCHOOL","6040105","Southwest Georgia RESA","604","Baker County","Baker County K12 School","0105","N","EMH","http://www.baker.k12.ga.us/","229.734.5274","260 Ga Highway 37 SW","Newton","GA","39870-8212","326","PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12","","64.6","21.4","72.2","38.9","42.9","49.8","100","33.33"
"2025","SCHOOL","6040105","Southwest Georgia RESA","604","Baker County","Baker County High School","0105","N","H","http://www.baker.k12.ga.us/","229.734.5274","260 Ga Highway 37 SW","Newton","GA","39870-8212","84","09, 10, 11, 12","","72.1","","","","50","68.5","100",""
"2023","SCHOOL","6040183","Southwest Georgia RESA","604","Baker County","Baker County Learning Academy","0183","N","MH","http://www.baker.k12.ga.us/","229.734.5274","260 Ga Highway 37 SW","Newton","GA","39870-8212","11","07, 08, 10, 11, 12","","","","","20","","TFS","",""
"2025","SCHOOL","6040183","Southwest Georgia RESA","604","Baker County","Baker County Learning Academy","0183","N","MH","http://www.baker.k12.ga.us/","229.734.5274","260 Ga Highway 37 SW","Newton","GA","39870-8212","11","07, 08, 10, 11, 12","","N/A","","","","TFS","TFS","TFS","N/A"
"2025","SCHOOL","6040184","Southwest Georgia RESA","604","Baker County","Baker County Middle School","0184","N","M","http://www.baker.k12.ga.us/","N/A","260 Ga Hwy 37 SW","Newton","GA","39870","77","06, 07, 08","","69.7","","","44","","","","41.67"
"2018","DISTRICT","605","Oconee RESA","605","Baldwin County","Baldwin County","605","N","EMH","https://www.baldwincountyschoolsga.org/","(478)453-4176","110 N. ABC Street","Milledgeville","GA","31061","5361","DISTRICT","","69.7","31.7","38","44.1","49.2","78.8","90.7",""
"2019","DISTRICT","605","Oconee RESA","605","Baldwin County","Baldwin County","605","N","EMH","https://www.baldwincountyschoolsga.org/","(478)453-4176","110 N. ABC Street","Milledgeville","GA","31061","5197","DISTRICT","","69.7","31.7","38","44.1","49.2","78.8","90.7","39.63"
"2020","DISTRICT","605","Oconee RESA","605","Baldwin County","Baldwin County","605","N","EMH","https://www.baldwincountyschoolsga.org/","(478)453-4176","110 N. ABC Street","Milledgeville","GA","31061","5029","DISTRICT","","","","","","","","85","38.56"
"2021","DISTRICT","605","Oconee RESA","605","Baldwin County","Baldwin County","605","N","EMH","https://www.baldwincountyschoolsga.org/","(478)453-4176","110 N. ABC Street","Milledgeville","GA","31061","5027","DISTRICT","","","15.8","29.7","37.5","41.8","45.8","84.8","35.1"
"2022","DISTRICT","605","Oconee RESA","605","Baldwin County","Baldwin County","605","N","EMH","https://www.baldwincountyschoolsga.org/","478-4534176","110 N. ABC Street","Milledgeville","GA","31061","4913","DISTRICT","","","22.1","30.7","35.4","","53.2","88.5","56.96"
"2023","DISTRICT","605","Oconee RESA","605","Baldwin County","Baldwin County","605","N","EMH","https://www.baldwincountyschoolsga.org/","478.457.2967","110 N. ABC Street","Milledgeville","GA","31061-1500","4705","DISTRICT","","66.5","29","26.5","40.5","40.8","100","89.2","56.16"
"2024","DISTRICT","605","Oconee RESA","605","Baldwin County","Baldwin County","605","N","EMH","https://www.baldwincountyschoolsga.org/","478.453-4176","110 N. ABC Street","Milledgeville","GA","31061","4619","DISTRICT","","72.6","34","43.4","44.5","44.7","100","83.6","53.03"
"2025","DISTRICT","605","Oconee RESA","605","Baldwin County","Baldwin County","605","N","EMH","https://www.baldwincountyschoolsga.org/","N/A","110 N. ABC Street","Milledgeville","GA","31061","4471","DISTRICT","","72.1","32.5","43.5","44.8","54.7","100","81.9","41.26"
"2018","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill Middle School","0100","N","M","https://www.baldwincountyschoolsga.org/","(478)457-3370","356 Blandy Rd NW","Milledgeville","GA","31061","1224","06, 07, 08","","61.3","","","48.4","","","",""
"2019","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill Middle School","0100","N","M","https://www.baldwincountyschoolsga.org/","(478)457-3370","365 Blandy Rd NW","Milledgeville","GA","31061","1224","06, 07, 08","","64.6","","","44.1","","","",""
"2020","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill MS","0100","N","M","https://www.baldwincountyschoolsga.org/","(478)457-3370","365 Blandy Rd NW","Milledgeville","GA","31061","1216","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill MS","0100","N","M","https://www.baldwincountyschoolsga.org/","(478)457-3370","365 Blandy Rd NW","Milledgeville","GA","31061","1237","06, 07, 08","","","","","37.5","","","",""
"2022","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill MS","0100","N","M","https://www.baldwincountyschoolsga.org/","478.457.3370","356 Blandy Rd NW","Milledgeville","GA","31061-8927","1162","06, 07, 08","","","","","35.4","","","",""
